1_Portfolio_identifying_data,2_Type_of_identification_code_for_the_fund_share_or_portfolio,3_Portfolio_name,4_Portfolio_currency_(B),5_Net_asset_valuation_of_the_portfolio_or_the_share_class_in_portfolio_currency,6_Valuation_date,7_Reporting_date,8_Share_price,8b_Total_number_of_shares,9_Cash_ratio,10_Portfolio_modified_duration,11_Complete_SCR_delivery,12_CIC_code_of_the_instrument,13_Economic_zone_of_the_quotation_place,14_Identification_code_of_the_instrument,15_Type_of_identification_code_for_the_instrument,16_Grouping_code_for_multiple_leg_instruments,17_Instrument_name,17b_Asset_liability,18_Quantity,19_Nominal_amount,20_Contract_size_for_derivatives,21_Quotation_currency_(A),22_Market_valuation_in_quotation_currency_(A),23_Clean_market_valuation_in_quotation_currency_(A),24_Market_valuation_in_portfolio_currency_(B),25_Clean_market_valuation_in_portfolio_currency_(B),26_Valuation_weight,27_Market_exposure_amount_in_quotation_currency_(A),28_Market_exposure_amount_in_portfolio_currency_(B),29_Market_exposure_amount_for_the_3rd_quotation_currency_(C),30_Market_exposure_in_weight,31_Market_exposure_for_the_3rd_currency_in_weight_over_NAV,32_Interest_rate_type,33_Coupon_rate,34_Interest_rate_reference_identification,35_Identification_type_for_interest_rate_index,36_Interest_rate_index_name,37_Interest_rate_margin,38_Coupon_payment_frequency,39_Maturity_date,40_Redemption_type,41_Redemption_rate,42_Callable_putable,43_Call_put_date,44_Issuer_bearer_option_exercise,45_Strike_price_for_embedded_(call_put)_options,46_Issuer_name,47_Issuer_identification_code,48_Type_of_identification_code_for_issuer,49_Name_of_the_group_of_the_issuer,50_Identification_of_the_group,51_Type_of_identification_code_for_issuer_group,52_Issuer_country,53_Issuer_economic_area,54_Economic_sector,55_Covered_not_covered,56_Securitisation,57_Explicit_guarantee_by_the_country_of_issue,58_Subordinated_debt,58b_Nature_of_the_tranche,59_Credit_quality_step,60_Call_Put_Cap_Floor,61_Strike_price,62_Conversion_factor_(convertibles)_concordance_factor_parity_(options),63_Effective_date_of_instrument,64_Exercise_type,65_Hedging_rolling,67_CIC_of_the_underlying_asset,68_Identification_code_of_the_underlying_asset,69_Type_of_identification_code_for_the_underlying_asset,70_Name_of_the_underlying_asset,71_Quotation_currency_of_the_underlying_asset_(C),72_Last_valuation_price_of_the_underlying_asset,73_Country_of_quotation_of_the_underlying_asset,74_Economic_area_of_quotation_of_the_underlying_asset,75_Coupon_rate_of_the_underlying_asset,76_Coupon_payment_frequency_of_the_underlying_asset,77_Maturity_date_of_the_underlying_asset,78_Redemption_profile_of_the_underlying_asset,79_Redemption_rate_of_the_underlying_asset,80_Issuer_name_of_the_underlying_asset,81_Issuer_identification_code_of_the_underlying_asset,82_Type_of_issuer_identification_code_of_the_underlying_asset,83_Name_of_the_group_of_the_issuer_of_the_underlying_asset,84_Identification_of_the_group_of_the_underlying_asset,85_Type_of_the_group_identification_code_of_the_underlying_asset,86_Issuer_country_of_the_underlying_asset,87_Issuer_economic_area_of_the_underlying_asset,88_Explicit_guarantee_by_the_country_of_issue_of_the_underlying_asset,89_Credit_quality_step_of_the_underlying_asset,90_Modified_duration_to_maturity_date,91_Modified_duration_to_next_option_exercise_date,92_Credit_sensitivity,93_Sensitivity_to_underlying_asset_price_(delta),94_Convexity_gamma_for_derivatives,94b_Vega,95_Identification_of_the_original_portfolio_for_positions_embedded_in_a_fund,97_SCR_mrkt_IR_up_weight_over_NAV,98_SCR_mrkt_IR_down_weight_over_NAV,99_SCR_mrkt_eq_type1_weight_over_NAV,100_SCR_mrkt_eq_type2_weight_over_NAV,101_SCR_mrkt_prop_weight_over_NAV,102_SCR_mrkt_spread_bonds_weight_over_NAV,103_SCR_mrkt_spread_structured_weight_over_NAV,104_SCR_mrkt_spread_derivatives_up_weight_over_NAV,105_SCR_mrkt_spread_derivatives_down_weight_over_NAV,105a_SCR_mrkt_FX_up_weight_over_NAV,105b_SCR_mrkt_FX_down_weight_over_NAV,106_Asset_pledged_as_collateral,107_Place_of_deposit,108_Participation,110_Valorisation_method,111_Value_of_acquisition,112_Credit_rating,113_Rating_agency,114_Issuer_economic_area,115_Fund_issuer_code,116_Fund_issuer_code_type,117_Fund_issuer_name,118_Fund_issuer_sector,119_Fund_issuer_group_code,120_Fund_issuer_group_code_type,121_Fund_issuer_group_name,122_Fund_issuer_country,123_Fund_CIC,123a_Fund_custodian_country,124_Duration,125_Accrued_income_(Security Denominated Currency),126_Accrued_income_(Portfolio Denominated Currency),127_Bond_floor_(convertible_instrument_only),128_Option_premium_(convertible_instrument_only),129_Valuation_yield,130_Valuation_z_spread,131_Underlying_asset_category,132_Infrastructure_investment,133_custodian_name,134_type1_private_equity_portfolio_eligibility,135_type1_private_equity_issuer_beta,137_Counterparty_sector,138_Collateral_eligibility,139_Collateral_Market_valuation_in_portfolio_currency,140_Custodian_identification_code,141_Type_of_custodian_identification_code,142_Bail-in_Rule,143_Maturity_date_expected,144_Modified_duration_to_maturity_date_expected,145_Credit_sensitivity_expected,146_PIK,147_Infrastructure_investment_additional_QRT,148_Economic_sector_NACE2.1,1000_TPT_Version
"AT0000A0SEC0","1","ERSTE ALTERNATIVE EQUITY EUR R01 T","EUR","10308416.40","2026-06-10","2026-06-10","133.780000","77052.45","0.019558","","N","LU4","","LU0966156555","1","","FAST-GLOBAL FUND I A DL","","3448.85","","","USD","1172574.87","1172574.87","1015920.00","1015920.00","0.098552","","1015920.00","","0.098552","","","","","","","","","","","","","","","","FIL Investment Management (Luxembourg) S.A.","54930020FVXYT8E0QU87","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SEC0","1","ERSTE ALTERNATIVE EQUITY EUR R01 T","EUR","10308416.40","2026-06-10","2026-06-10","133.780000","77052.45","0.019558","","N","LU4","","LU0992627298","1","","CARM.PTF-L.S.EUR.EQ. FEOA","","4828.39","","","EUR","982577.66","982577.66","982577.66","982577.66","0.095318","982577.66","982577.66","","0.095318","","","","","","","","","","","","","","","","Carmignac Gestion Luxembourg S.A.","222100590PZVW6FA2J28","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SEC0","1","ERSTE ALTERNATIVE EQUITY EUR R01 T","EUR","10308416.40","2026-06-10","2026-06-10","133.780000","77052.45","0.019558","","N","LU4","","LU1285432289","1","","AQR II-S.S.PR.GL EQ.B1EO","","6552.82","","","EUR","1819848.33","1819848.33","1819848.33","1819848.33","0.176540","1819848.33","1819848.33","","0.176540","","","","","","","","","","","","","","","","FundRock Management Company S.A.","213800SJ3IH3EXMXSJ47","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SEC0","1","ERSTE ALTERNATIVE EQUITY EUR R01 T","EUR","10308416.40","2026-06-10","2026-06-10","133.780000","77052.45","0.019558","","N","LU4","","LU1725199621","1","","SCHROD.GAIA-C.TE.EQ.CDLA","","6552.82","","","USD","1704911.92","1704911.92","1477137.34","1477137.34","0.143294","","1477137.34","","0.143294","","","","","","","","","","","","","","","","Schroder Investment Management [Europe] S.A.","8AFAYMK90I2QVGLMLS34","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SEC0","1","ERSTE ALTERNATIVE EQUITY EUR R01 T","EUR","10308416.40","2026-06-10","2026-06-10","133.780000","77052.45","0.019558","","N","FR4","","LU2719143005","1","","EL-EL AB RET DY IEOA","","862.21","","","EUR","1115384.29","1115384.29","1115384.29","1115384.29","0.108201","1115384.29","1115384.29","","0.108201","","","","","","","","","","","","","","","","ELEVA CAPITAL S.A.S.","2138006AZELNYKR3A325","1","","","","FR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","AT7","","ID_26278401","99","","ERSTE ALTERNATIVE EQUITY Giro 01","","","387112.90","","EUR","387112.90","387112.90","387708.01","387708.01","0.019554","387708.01","387708.01","","0.019554","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","7","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","AT0","","ID_24947701","99","","Administration Fee","","","-825.53","","EUR","-825.53","-825.53","-825.53","-825.53","-0.000042","-825.53","-825.53","","-0.000042","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","0","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","AT0","","ID_24947801","99","","Custodian Fee","","","-66.06","","EUR","-66.06","-66.06","-66.06","-66.06","-0.000003","-66.06","-66.06","","-0.000003","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","0","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","ATE","","ID_90359701","99","","FXF SPEST EUR/USD 01.07.2026","","","-105342.78","","USD","-105342.78","-105342.78","-91269.09","-91269.09","-0.004603","","-3735056.98","","-0.188373","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","E","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","ATE","","ID_90580601","99","","FXF SPEST EUR/USD 01.07.2026","","","-42693.29","","USD","-42693.29","-42693.29","-36989.50","-36989.50","-0.001866","","-1723872.45","","-0.086941","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","E","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","ATE","","ID_90727601","99","","FXF SPEST EUR/USD 01.07.2026","","","6213.33","","USD","6213.33","6213.33","5383.23","5383.23","0.000272","","718280.19","","0.036225","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","E","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","IE4","","IE00BFXZM884","1","","LAFA.-D.ASIA P. B2EOA","","1102.62","","","EUR","3211377.35","3211377.35","3211377.35","3211377.35","0.161961","3211377.35","3211377.35","","0.161961","","","","","","","","","","","","","","","","Waystone Fund Management (IE) Ltd.","63540013AOVUOABAJ448","1","","","","IE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","IE4","","IE00BNG8N985","1","","BRF I.B.R.GL.U. DEOA","","6632.31","","","EUR","1306804.22","1306804.22","1306804.22","1306804.22","0.065907","1306804.22","1306804.22","","0.065907","","","","","","","","","","","","","","","","iShares III plc - iShares AI Infrastructure UCITS ETF","529900HH0ETCJJ4WKL15","1","","","","IE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","LU4","","LU0463469121","1","","SCHROD.GAIA-EGER.EQ.CAEO","","4393.91","","","EUR","1516117.49","1516117.49","1516117.49","1516117.49","0.076463","1516117.49","1516117.49","","0.076463","","","","","","","","","","","","","","","","Schroder Investment Management [Europe] S.A.","8AFAYMK90I2QVGLMLS34","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","LU4","","LU0650958159","1","","FAST-EMERG.MKTS FD YPFADL","","3647.77","","","USD","1386627.41","1386627.41","1201375.33","1201375.33","0.060590","","1201375.33","","0.060590","","","","","","","","","","","","","","","","FIL Investment Management (Luxembourg) S.A.","54930020FVXYT8E0QU87","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","LU4","","LU0966156555","1","","FAST-GLOBAL FUND I A DL","","6632.31","","","USD","2254919.74","2254919.74","1953664.65","1953664.65","0.098530","","1953664.65","","0.098530","","","","","","","","","","","","","","","","FIL Investment Management (Luxembourg) S.A.","54930020FVXYT8E0QU87","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","LU4","","LU0992627298","1","","CARM.PTF-L.S.EUR.EQ. FEOA","","9285.24","","","EUR","1889545.67","1889545.67","1889545.67","1889545.67","0.095297","1889545.67","1889545.67","","0.095297","","","","","","","","","","","","","","","","Carmignac Gestion Luxembourg S.A.","222100590PZVW6FA2J28","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","LU4","","LU1285432289","1","","AQR II-S.S.PR.GL EQ.B1EO","","12601.39","","","EUR","3499658.78","3499658.78","3499658.78","3499658.78","0.176501","3499658.78","3499658.78","","0.176501","","","","","","","","","","","","","","","","FundRock Management Company S.A.","213800SJ3IH3EXMXSJ47","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","LU4","","LU1725199621","1","","SCHROD.GAIA-C.TE.EQ.CDLA","","12601.39","","","USD","3278630.35","3278630.35","2840608.52","2840608.52","0.143262","","2840608.52","","0.143262","","","","","","","","","","","","","","","","Schroder Investment Management [Europe] S.A.","8AFAYMK90I2QVGLMLS34","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SFS3","1","ERSTE ALTERNATIVE EQUITY EUR I01 VTIA","EUR","19828032.50","2026-06-10","2026-06-10","153.040000","129554.81","0.019554","","N","FR4","","LU2719143005","1","","EL-EL AB RET DY IEOA","","1658.08","","","EUR","2144939.43","2144939.43","2144939.43","2144939.43","0.108177","2144939.43","2144939.43","","0.108177","","","","","","","","","","","","","","","","ELEVA CAPITAL S.A.S.","2138006AZELNYKR3A325","1","","","","FR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","AT7","","ID_26278401","99","","ERSTE ALTERNATIVE EQUITY Giro 01","","","301573.43","","EUR","301573.43","301573.43","302037.05","302037.05","0.019554","302037.05","302037.05","","0.019554","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","7","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","AT0","","ID_24947701","99","","Administration Fee","","","-643.55","","EUR","-643.55","-643.55","-643.55","-643.55","-0.000042","-643.55","-643.55","","-0.000042","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","0","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","AT0","","ID_24947801","99","","Custodian Fee","","","-51.50","","EUR","-51.50","-51.50","-51.50","-51.50","-0.000003","-51.50","-51.50","","-0.000003","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","0","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","ATE","","ID_90359701","99","","FXF SPEST EUR/USD 01.07.2026","","","-82065.42","","USD","-82065.42","-82065.42","-71101.56","-71101.56","-0.004603","","-2909729.86","","-0.188373","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","E","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","ATE","","ID_90580601","99","","FXF SPEST EUR/USD 01.07.2026","","","-33259.45","","USD","-33259.45","-33259.45","-28816.02","-28816.02","-0.001866","","-1342952.24","","-0.086941","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","E","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","ATE","","ID_90727601","99","","FXF SPEST EUR/USD 01.07.2026","","","4840.38","","USD","4840.38","4840.38","4193.71","4193.71","0.000272","","559563.43","","0.036225","","","","","","","","","","","","","","","","","","","","","","AT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","E","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","IE4","","IE00BFXZM884","1","","LAFA.-D.ASIA P. B2EOA","","858.98","","","EUR","2501766.53","2501766.53","2501766.53","2501766.53","0.161961","2501766.53","2501766.53","","0.161961","","","","","","","","","","","","","","","","Waystone Fund Management (IE) Ltd.","63540013AOVUOABAJ448","1","","","","IE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","IE4","","IE00BNG8N985","1","","BRF I.B.R.GL.U. DEOA","","5166.78","","","EUR","1018042.63","1018042.63","1018042.63","1018042.63","0.065907","1018042.63","1018042.63","","0.065907","","","","","","","","","","","","","","","","iShares III plc - iShares AI Infrastructure UCITS ETF","529900HH0ETCJJ4WKL15","1","","","","IE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","LU4","","LU0463469121","1","","SCHROD.GAIA-EGER.EQ.CAEO","","3423.00","","","EUR","1181104.43","1181104.43","1181104.43","1181104.43","0.076463","1181104.43","1181104.43","","0.076463","","","","","","","","","","","","","","","","Schroder Investment Management [Europe] S.A.","8AFAYMK90I2QVGLMLS34","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","LU4","","LU0650958159","1","","FAST-EMERG.MKTS FD YPFADL","","2841.73","","","USD","1080227.47","1080227.47","935910.13","935910.13","0.060590","","935910.13","","0.060590","","","","","","","","","","","","","","","","FIL Investment Management (Luxembourg) S.A.","54930020FVXYT8E0QU87","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","LU4","","LU0966156555","1","","FAST-GLOBAL FUND I A DL","","5166.78","","","USD","1756655.21","1756655.21","1521967.77","1521967.77","0.098530","","1521967.77","","0.098530","","","","","","","","","","","","","","","","FIL Investment Management (Luxembourg) S.A.","54930020FVXYT8E0QU87","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
"AT0000A0SED8","1","ERSTE ALTERNATIVE EQUITY EUR I01 T","EUR","15446676.37","2026-06-10","2026-06-10","149.660000","103209.00","0.019554","","N","LU4","","LU0992627298","1","","CARM.PTF-L.S.EUR.EQ. FEOA","","7233.50","","","EUR","1472017.02","1472017.02","1472017.02","1472017.02","0.095297","1472017.02","1472017.02","","0.095297","","","","","","","","","","","","","","","","Carmignac Gestion Luxembourg S.A.","222100590PZVW6FA2J28","1","","","","LU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529900DTZIW0V5X6PW18","1","Erste Asset Management GmbH","","","","","AT","","AT","","","","","","","","4","","","","","","","","","","","","","","","","","V7.0"
